so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
and the simple fact is if we are focused on ourselves if we 're preoccupied as we so often are throughout the day we do n't really fully notice the other	Et c’ est tout simple : si nous sommes concentrés sur nous - même , si nous sommes préoccupés , comme nous le sommes si souvent tout au long de la journée , nous ne remarquons pas l’ autre pleinement .
so the next and final question was well how much force does a mantis shrimp produce if they 're able to break open snails	Puis la question suivante , et la dernière , était , quelle est la force que produit une crevette - mante si elle est capable de briser des escargots ?
buffalo bones were made into tools	Les os de bisons étaient façonnés en outils .
it 's what the dentist cleans off your teeth every time that you go in for a visit	C' est ce que le dentiste enlève de vos dents chaque fois que vous allez le voir pour un contrôle .
switzerland was mentioned	On a parlé de la Suisse .
the year after that it is due to be gbp 10 billion and now we hear that you want to take away the british rebate	L' année suivante , il est prévu de la porter à 10 milliards de livres . Et nous entendons aujourd'hui que vous comptez supprimer le rabais britannique .
furthermore as you know the european union makes a contribution to the united nations high commission for refugees which came to eur 66.3 million in 1999	En outre , comme vous le savez , l' Union européenne apporte une contribution au haut commissariat des Nations unies pour les réfugiés , qui s' élevait à 66,3 millions d' euros en 1999 .
they will be replaced by sectors that rely more on technology and human capital	Ils seront remplacés par des secteurs plus axés sur la technologie et le capital humain .
relative to the universe it 's just up the road	Si l' on compare à l' univers , c' est juste au coin de la rue .
i would advocate leaving drinking water supplies in the public sector	Je préconiserais de laisser l' alimentation en eau potable au secteur public .
that is regrettable in that the effect of development cooperation will suffer	On peut le déplorer dans la mesure où l' efficacité de la coopération au développement en pâtit .
the judge is accountable to an appellate court	Le juge est responsable devant une cour d' appel .
unfortunately i can not be of much help to the honourable member as we too only learned of the two companies intentions from the press	Malheureusement , je ne peux pas beaucoup aider l' honorable parlementaire , parce que nous avons appris les intentions des deux compagnies en question par la presse , comme vous .
president - in - office of the council de mr president many thanks for permitting me to answer these questions together as they belong together in terms of their subject matter	président en exercice du Conseil . - ( DE ) Je vous remercie , Monsieur le Président , de me permettre de répondre conjointement à ces questions , puisqu' elles portent sur le même sujet .
will it need to be more than an informal conversation club	Devra - t - elle devenir davantage qu' un club de conversations informel ?
with a view to cutting red tape i think that an appropriate legal framework is required to remove the uncertainty regarding host member state notification	J' estime qu' en vue de réduire la bureaucratie , il est nécessaire de disposer d' un cadre juridique adéquat pour éliminer l' incertitude concernant la notification de l' État membre d' accueil .
as recently as 1991 and 1992 the commission won a battle with the uk over additionality at that time linked to the rechar funding	En 1991 et 1992 , la Commission a gagné une bataille entamée avec le Royaume - Uni sur le principe d' additionnalité , liée à l' époque au financement de Rechar .
ahmet şık nedim şener and others need protection from the arbitrary nature of the justice system	Ahmet Şık , Nedim Şener et d' autres ont besoin d' être protégés contre l' arbitraire du système judiciaire .
perhaps i can say a few words on each of them in turn	Je vais si vous le permettez passer chacune d' entre elles brièvement en revue .
unfortunately after seven years few of those expectations have been met either in lithuania or at european level	Malheureusement , sept années plus tard , rares sont les attentes qui ont été comblées , que ce soit en Lituanie ou à l' échelon européen .
the commissioner mentioned egypt earlier	Le Commissaire vient de parler de l' Égypte .
giving them four hours of quiet time at the office is going to be incredibly valuable	Leur donner quatre heures de tranquillité au bureau aura une valeur incroyable .
mr president after nine fruitless efforts to join the world health organisation as an observer taiwan has indicated that it is now considering lowering its ambitions and asking instead for meaningful participation in the work of the who	. - Monsieur le Président , après neuf tentatives infructueuses pour rejoindre l’ Organisation mondiale de la santé en tant qu’ observateur , Taïwan a indiqué revoir maintenant ses ambitions à la baisse et demander plutôt une participation constructive aux travaux de l’ OMS .
evidence - based monitoring of progress data - collection on mobility and career patterns are also foreseen	Il est également prévu de contrôler les progrès sur la base de données concrètes et de rassembler des données sur la mobilité et l' évolution des carrières .
i would like to address my second point to mrs roth - behrendt of the socialist group who referred to the fact that we should start as we would all be making similar points in any case	Je voudrais ajouter un deuxième point à l' intention de ma collègue Roth - Behrendt du groupe parlementaire socialiste qui affirme que nous pouvons commencer le débat puisque nous disons de toute façon tous la même chose .
europe 's destiny is in an altogether safer pair of hands	La destinée de l’ Europe est en de meilleures mains .
mr president referring back to what mr napolitano said frankly it seems to me that your reply had very little substance to it what we need here is instead much more than that	- Monsieur le Président , pour en revenir à l’ intervention de M. Napolitano , je trouve franchement que votre réponse était peu consistante . Au contraire , ce Parlement a besoin d’ un message plus fort .
can i open a can	Est -ce que je peux ouvrir une boîte ?
our responsibility is not only that of being jointly responsible for the climate debt but of doing everything possible to convince people of the only sensible solution and of being a tireless defender of the fair and effective collective effort	Notre responsabilité n' est pas seulement celle d' un codébiteur de la dette climatique , elle est celle de tout faire pour convaincre de la seule solution de bon sens et être un défenseur infatigable de l' effort collectif équitable et efficace .
today they grow enough food for their huge populations and have surplus for exports	Aujourd'hui , ils produisent suffisamment de nourriture pour leurs larges populations et disposent de surplus pour l' exportation .
now i like in an audience in britain especially to talk about the comparison with foxhunting which is something that was banned after a long struggle by the government not very many months ago	Maintenant , surtout en Grande Bretagne , j' aime devant un public faire une comparaison avec la chasse au renard , qui est quelque chose qui a été interdit après une longue lutte , par le gouvernement il y a seulement quelques mois .
two separate directorates of the commission were there - the then dg xxiv and dg vi	Deux directions générales différentes étaient représentées - la DG XXIV de l' époque , ainsi que la DG VI .
there are still no limits	Il n' y a toujours pas de limites
you appear to be happy for millions of people to be unemployed and to be poor	Vous semblez heureux de voir que des millions de personnes sont au chômage ou vivent dans la pauvreté .
this is the myth of the us the god - blessed land of the free	C' est le mythe des USA , terre des hommes libres , bénie par Dieu .
it is good to have ideals do n't you think	Il est bon d' avoir des idéaux ... ne pensez - vous pas ?
they 've actually built two cities already in china and are preparing the third	Ils ont fait construire deux villes déjà en Chine et préparent la troisième .
the above developments indicate that the efforts by prime minister blair at the start of his presidency i.e. to give europe back to the people have failed	Les développements susmentionnés laissent à penser que les ambitions affirmées par Tony Blair au début de sa présidence , à savoir rendre l' Europe aux citoyens , ont échoué .
in 2003 the european union committed itself to the integration of serbia into the eu because of its conviction that serbia is an important factor in regional stability and that serbia 's future lies in europe	En 2003 , l' Union européenne s' est engagée à intégrer la Serbie dans l' UE , parce qu' elle est convaincue que la Serbie est un facteur important de stabilité régionale et que l' avenir de la Serbie est en Europe .
if the european council is to have an almost parliamentary right of control over the commission then the president of the commission should not be a member of the european council	Si le Conseil européen devait avoir , vis-à-vis de la Commission , une possibilité de contrôle quasi parlementaire , le président de la Commission devrait quitter le Conseil .
these accidents are justify and emphasize the importance of this directive	Les situations qui justifient et renforcent l' importance de cette directive sont innombrables .
the problem for italian officials as for the other governments concerned by the recent migration flows is the pressure of right - wing populist parties which no longer need to be on the defensive	Le problème des autorités italiennes , et d’ autres gouvernements concernés par les récents flux migratoires , est la pression exercée par les partis de droite populistes , qui ne sont plus aujourd’hui sur la défensive .
mr president the spanish presidency is going to continue with the current union policy which is aimed at systematically improving the human rights situation in afghanistan particularly in relation to afghan women	Monsieur le Président , la présidence espagnole va poursuivre l' actuelle politique de l' Union qui a toujours eu pour objectif d' améliorer la situation des droits de l' homme en Afghanistan et , particulièrement , ceux des femmes .
we are dealing here with regulations from the 70s and 80s	Nous nous occupons aussi de règlements datant des années 1970 et 1980 .
i understand that the rapid alert was given on 22 may 2011 i am concerned that the european experts went into germany only on sunday 5 june	Je crois comprendre que l' alerte rapide a été donnée le 22 mai 2011 : je suis préoccupée par le fait que les experts européens ne soient arrivés en Allemagne que le dimanche 5 juin .
let me make two points here	Permettez - moi de formuler deux remarques .
the problem lies in the content of the framework directive	La difficulté réside dans le contenu de la directive - cadre .
ask for the records of all the inspections carried out by the cnil and	Demandez l' ensemble des contrôles qui ont été effectués par la CNIL et ...
but their presence has also raised concerns that speculation in commodity futures could result in higher price volatility	Mais leur présence a aussi fait naitre des inquiétudes car la spéculation sur les marchés à terme de matières premières peut entrainer une haute volatilité des prix à la hausse .
i view the socrates and youth for europe programmes as natural links in this closer political dialogue a dialogue which will have great importance for the development of democracy in turkey	Je considère que les programmes Socrates et Jeunes pour l' Europe constituent un élément évident de ce dialogue politique plus étroit - un dialogue qui aura une grande importance pour le développement de la démocratie en Turquie .
i might mention incidentally that the paris club is meeting today to discuss the possibility of a moratorium on the debts of the countries that want such relief	Le Club de Paris se réunit , d’ ailleurs , aujourd’ hui - même , pour délibérer d’ un moratoire sur la dette des pays désireux d’ obtenir un tel allégement .
recent appointments to head the imf have all been pushed through after high - level bargaining among european governments	Les récentes nominations à la tête du FMI sont toutes intervenues à la suite de négociations à haut niveau entre les gouvernements européens .
which cap beneficiaries are prepared like the uk government to make public the information about where the money goes	Quel bénéficiaire de la PAC est disposé , comme l’ est le gouvernement britannique , à rendre publiques les informations sur la destination de l’ argent ?
policymakers are understandably reluctant to go down this road	De manière compréhensible , les décideurs politiques sont réticents à s’ engager sur cette voie .
that is why in the motion we call for humanitarian aid as well as food aid to be provided	Dès lors , nous demandons dans la résolution qu' à côté de l' aide alimentaire , on procure aussi une aide humanitaire .
so when you walk into a meeting room now it lists all the meetings that are happening you can very easily take notes and they just get emailed automatically to all the people that were present in the meeting	Par exemple , quand vous entrez dans une salle cela liste toutes les réunions en cours , vous pouvez prendre des notes facilement et les envoyer automatiquement à toutes les personnes qui étaient présentes .
– this year ’s unaids report on the trends in the epidemic has been even more distressing than in the past the projections for sub - saharan africa and for its survival in the new century are extremely grave	- Le rapport d’ ONUSIDA de cette année sur l’ évolution de l’ épidémie est encore plus pénible que par le passé : les prévisions concernant l’ Afrique sub-saharienne et sa survie à travers ce nouveau siècle sont extrêmement graves .
it is not however sufficient to keep the united nations afloat but it is essential to relaunch the organisation definitively	Maintenir les Nations unies à flot n’ est toutefois pas suffisant , il est aussi essentiel de relancer l’ organisation une fois pour toute .
this report is very good	Le rapport qui nous a été présenté est très valable .
madam president we can not allow my report to be referred back to committee because a decision must be taken by 31 december	Madame la Présidente , nous ne pouvons nous permettre un renvoi parce qu' une décision doit être prise avant le 31 décembre .
we are working against a deadline as the gpa is opened up to more countries	Le temps nous est compté car l' AMP s' ouvre à d' autres pays .
like the majority of those who follow these issues she thinks that the agreement with the chinese will allow european industry some breathing space between now and 2008 and that this agreement is therefore good in itself	Comme la majorité de ceux qui suivent ces questions , elle pense que l’ accord avec les Chinois permettra à l’ industrie européenne de respirer d’ ici à 2008 et que cet accord est donc bon en soi .
i therefore agree with the text of the report and also call on the eu member states to continue to make life easier for business and ensure the free movement of services	Je suis donc d' accord avec le texte de ce rapport , et j' invite également les États membres de l' Union européenne à continuer de faciliter la vie des entreprises et à garantir la libre circulation des services .
the fundamental human right of confidentiality as far as mail is concerned is being jeopardised for example through criminal activity and inquiries carried out using email systems	Le droit au secret des correspondances , qui fait partie des droits de l' homme fondamentaux , est mis en danger notamment par les demandes de renseignements et par l' activité criminelle qui se déroulent dans les systèmes de courrier électronique .
mr president there are just a couple of points i would like to make they are both points certainly the first on which i hope to say rather more over the coming months	Monsieur le Président , je voudrais faire juste deux remarques sur lesquelles j' espère pouvoir m' étendre dans les mois à venir , surtout pour la première .
wikipedia ’s boosters trumpet it as heralding the arrival of “ web 2.0 ”	Les fans de Wikipedia vantent ses mérites comme s’ ils annonçaient l’ arrivée d’ un « Web 2.0 . » .
they waved flags to welcome the princess	Elles agitèrent des drapeaux pour souhaiter la bienvenue à la princesse .
as we celebrate this historic occasion from an irish perspective we commemorate an even greater historic occasion with the inclusion of romania and bulgaria	Alors que nous fêtons cet évènement historique d' un point de vue irlandais , nous commémorons un évènement historique encore plus important avec l' adhésion de la Bulgarie et de la Roumanie .
the heat was so intense that hoses were used to cool down firefighters fighting extremely close to the fire and with no protective clothing	La chaleur est si forte , que des lances à incendie servaient à refroidir les pompiers très proches du feu , sans protection particulière .
or some even included references to the speakers such as nathan myhrvold 's speaking style or the one of tim ferriss which might be considered a bit strenuous at times	Certains incluaient même une référence au conférencier , par exemple au style parlé de Nathan Myhrvold' s , ou celui sur Tim Ferriss , qu' on pourrait trouver parfois un peu ardu .
the world has been amply warned about blix 's weaknesses because he has a track record of compounded failure	Tout le monde sait à quoi s' en tenir quant aux faiblesses de M. Blix puisqu' il a déjà largement démontré son incapacité notoire .
firstly i should like to endorse what ms harkin said in relation to resources	Tout d' abord , j' aimerais me ranger à ce que vient de dire Mme Harkin en ce qui concerne les ressources .
his requests are not in the form of the text of this regulation but this is about implementing acts and they are there in the commission 's commitment	Ses requêtes ne se trouvent pas dans la forme du texte de ce règlement , mais il s' agit d' actes d' exécution . Elles sont là dans l' engagement de la Commission .
and it can come from biofuels	Et il peut être extrait des combustibles naturels .
i am sure this is of interest to a number of members and there will be a few members who want to look at it	Je suis certain que celle - ci intéresse un certain nombre de députés , mais que quelques - uns d' entre eux seulement en prendront connaissance .
why do n't we go somewhere together	Pourquoi n' allons - nous pas quelque part ensemble ?
in my view the solution proposed at first reading really was the best attempt at a compromise reconciling the interests of injured parties and publishers	À mon sens , cette solution représentait véritablement la meilleure tentative de compromis visant à concilier les intérêts des parties lésées et les éditeurs .
i believe we can speak of a globalisation of perversion	Selon moi , on peut parler d' une mondialisation de la perversion .
unfortunately the resolution does not take account of that	La résolution ne prend malheureusement pas cela en compte .
let us be quite clear there is racism in drugs	Soyons bien clairs : il y a un racisme des drogues .
we are asking for your respect and your solidarity	Nous vous demandons de faire preuve de respect et de solidarité .
i also recall – and with less satisfaction – the low turnout of voters in the european elections	Je rappellerai enfin , non sans une certaine déception , la participation modeste des citoyens aux élections européennes .
those essentially were the questions asked in this house	Telles sont , en substance , les questions qui ont été posées ici .
some people believe that banning it is a panacea while others believe that in a free and liberal world it should be allowed	L' interdire , croient certains , serait la panacée ; la laisser libre et libérale , pensent les autres .
in addition to that i see a strong need to focus more intensively on the increasing number of homeworkers	En outre , je pense que le besoin de porter une plus grande attention aux personnes travaillant à domicile , dont le nombre s' accroît .
i think that this is an absolute condition because otherwise it would be impossible to find the 1.4 billion ecu which a good many member states would like to cut from the commission proposals	Je pense même qu' il s' agit là d' une condition absolue , car dans le cas contraire , il sera impossible de trouver les 1 , 4 milliard d' ECU que bon nombres d' États membres désirent supprimer de la proposition de la Commission .
it is because they are complex remote and not understood	C' est parce qu' elles sont complexes , lointaines et incomprises .
and the bubbles keep moving up there and this is what the world looks like today	Les bulles continuent de monter ici en haut et voila à quoi ressemble le monde aujourd’hui .
this is the problem of a europe being constructed from amongst nations and federations	C' est le problème de l' Europe en construction entre nations et fédérations .
speak slowly and clearly	Parlez lentement et distinctement .
we would be delighted to have many more resources we are aware of the achievements of governmental cooperation in relation to the lisbon objectives	Nous serions ravis de disposer de davantage de ressources : nous connaissons les réalisations de la coopération gouvernementale en rapport avec les objectifs de Lisbonne .
madam president ladies and gentlemen this debate on the german presidency is taking place at a tragic time as has already been said	Madame le Président , chers collègues , comme cela a déjà été dit , nous vivons ce débat et la présidence allemande au cours d' une période dramatique .
i believe that parliament came close to speaking with one voice here this is what is expected of europe in many areas	Je crois que le Parlement s' est exprimé ici presque d' une seule voix , et je pense que c' est ce que l' on attend de l' Europe dans de nombreux domaines .
so another thing the robot can do is it remembers pieces of trajectory that it learns or is pre - programmed	Autre chose que le robot peut faire : il se souvient des bouts de trajectoire qu' il apprend ou qui sont pré-programmés .
at the same time it was rightly pointed out that europe must evaluate its role as a joint partner with developing countries and strengthen its activities designed for fighting poverty	Par ailleurs , il est clairement indiqué , à juste titre , que l' Europe doit valoriser son rôle de partenaire solidaire des pays en voie de développement et intensifier ses différentes activités dans le domaine de la lutte contre la pauvreté .
spanish is spoken in mexico	L' espagnol est parlé au Mexique .
but a global backlash has already developed	Mais un retour de bâton à l’ échelle mondiale se fait déjà sentir .
this may be good news for refugees in darfur and neighbouring countries	C' est peut - être une bonne nouvelle pour les réfugiés du Darfour et des pays voisins .
what will happen should crude strength and hard language prove inadequate to the task of insuring russian national interests	Qu’ adviendra - t - il si ce comportement brutal et autoritaire s’ avère inapproprié pour la sauvegarde des intérêts du pays ?
the commission can not therefore accept amendment no 7	La Commission , par conséquent , ne peut accepter l' amendement 7 .
i wish you the very best of luck mrs péry in your new post	Je vous souhaite bonne chance , Mme Péry , dans vos nouvelles attributions .
larger markets increase the incentive to produce all kinds of ideas	Les marchés plus grands encouragent la production de toutes sortes d' idées .
baroness ashton you are quite right to be concerned because the situation in afghanistan is extremely severe particularly from the viewpoint of human rights	Madame Ashton , vous avez raison de vous inquiéter , car la situation en Afghanistan est extrêmement grave , en particulier sur le plan des droits de l' homme .
however let us not lose sight of the importance of the issue as mr schulz has said of the international system as a whole on the multilateral approach and effectiveness	Toutefois , comme l' a signalé M.Schulz , il ne faut pas perdre de vue l' importance de l' ensemble du système international dans l' approche multilatérale et la poursuite de l' efficacité .
we are harmonising the rules for the accreditation of bodies and mutual recognition of certification	Nous harmonisons les réglementations pour l' accréditation d' organismes et la reconnaissance mutuelle de la certification .
each of the countries of the middle east and north africa will face unique challenges which will have to be addressed on their own terms	Chaque pays du Moyen - Orient et d’ Afrique du nord sera confronté à ses propres défis , et devra trouver ses propres solutions .
the only things that come in are food medicines and a few humanitarian goods - but people can not live on just flour lentils and medicines	Seuls de la nourriture , des médicaments et quelques biens humanitaires entrent , mais les gens ne peuvent pas vivre simplement de farine , de lentilles et de médicaments .
it is open and relevant to all stakeholders and i again invite all who are interested to respond	Elle est ouverte et utile à toutes les parties concernées et j' invite à nouveau tous ceux qui sont intéressés à répondre .
i know that one kiss could take away all my decision - making ability	Je sais qu’ un seul baiser peut m’ enlever toute ma capacité de décision .
it is displaying hypocritical concern about the infringement of human rights on european soil and trying to save the lost honour of the εu	Il affiche une préoccupation hypocrite au sujet des violations des droits de l’ homme commises sur le sol européen et tente de sauver « l’ honneur perdu » de l’ UE .
they get used out in the real world like in texas like this	Dans le monde réel , comme ici au Texas , on les utilisera comme cela .
the answer lies within russia itself	La réponse se trouve en Russie même .
it would hardly be in your interest i am sure if the outcome of the appeal were to be a stiffening of the original ruling	Et il n' est sûrement pas dans votre intérêt que le résultat de cette réouverture consiste en une aggravation de la première décision .
finding an apartment can be difficult	Trouver un appartement peut s' avérer difficile .
and it definitely does give a different image of yemen	Et Il donne clairement une autre image du Yémen .
when america went to war there was a deficit	Lorsque l’ Amérique est entrée en guerre , le pays était déjà en déficit .
we need to try to bring this treaty into force	Nous devons nous efforcer de faire entrer ce traité en vigueur .
she will always be with you	Elle sera toujours parmi vous .
it took germany ten years until about 2005 of slow growth to reduce capacity in the construction sector and gain market share for its export industry	Il a fallu dix ans de croissance lente à l' Allemagne ( jusqu' à environ 2005 ) pour réduire la capacité dans le secteur de la construction et pour gagner des parts de marché dans son industrie d' exportation .
it is outrageous that this has been taken off the agenda	Il est scandaleux que ce rapport ait été retiré de l' ordre du jour .
my contact lenses make my eyes dry should i use drops	Mes lentilles de contact assèchent mes yeux , devrais - je utiliser des gouttes ?
mr president what is happening is extremely distressing	Monsieur le Président , ce qui se passe est tout à fait consternant .
my mother can not drive a car at all	Ma mère ne sait pas du tout rouler en voiture .
this is not to say therefore that it is perfect we need to keep working	Je ne suis toutefois pas en train de dire que ce Parlement est parfait : nous devons poursuivre notre travail .
that does happen from time to time in the hectic activity of the night sitting	Cela peut arriver dans l' affolement de la séance du soir .
a week maybe	Une semaine peut - être .
as regards european elections we need the laws which apply to nationals to be automatically applicable to citizens of the european union residing in the national territory	Il nous faut obtenir qu' en matière d' élections européennes , les lois applicables aux nationaux le soient automatiquement aux citoyens de l' Union européenne résidant sur le territoire national .
mr president mr bösch honourable members i would like to start by thanking mr bösch for the support expressed in his report and which he has just reiterated	Monsieur le Président , Monsieur Bösch , Mesdames et Messieurs les Députés , je souhaite d' abord vous remercier , Monsieur Bösch , pour le soutien que vous exprimez dans votre rapport et que vous venez encore une fois d' exprimer .
the practicalities of airline operation mean that some overbooking is unfortunately unavoidable	Vu le mode de fonctionnement des compagnies aériennes , la surréservation est malheureusement inévitable .
we are promised that more money will be spent on regional funds cohesion funds social funds globalised funds fisheries funds etc – all this to gain the trust and commitment of the citizens	Nous nous voyons promettre que davantage d’ argent sera consacré aux fonds régionaux , aux fonds de cohésion , aux fonds sociaux , aux fonds de mondialisation , aux fonds pour la pêche , etc. - tout cela pour gagner la confiance et l’ engagement des citoyens .
this is a floral theme calendar in 1997 and this is a firework calendar so you launch the number into space	Un calendrier au thème floral , en 1997 , et là un feu d' artifice . Vous lancez le nombre dans l' espace .
the precedents are not encouraging	Le précédent n’ est pas encourageant .
for us it is obvious that visa liberalisation has nothing to do with jobs and the right of abode but this does not seem to be clear to the people in question	Pour nous , il est évident que la libéralisation des visas n' a aucun lien avec l' emploi ou le droit de séjour , mais les personnes concernées semblent éprouver des difficultés à le comprendre .
i would therefore urge the commissioner to take his time in assessing the measures taken before producing new measures	J' inviterais donc instamment le commissaire à prendre son temps pour évaluer ces mesures , avant d' en produire de nouvelles .
but the first time that i took my book out of my suitcase the coolest girl in the bunk came up to me and she asked me why are you being so mellow -- mellow of course being the exact opposite of r - o - w - d - i - e	Mais la première fois que j' ai sorti mon livre de ma valise , la fille la plus cool est venue vers moi et elle m' a demandé : " Pourquoi es - tu si calme ? " . Calme , bien sûr , était tout le contraire de C - H - A - H - U - E.
3 the eu ’s smaller and mid - sized members above all will pay the price for the irish decision when foreign policy becomes re - nationalized	3 ) Ce sont surtout les membres de l’ UE de petite taille et de taille moyenne qui paieront le prix de la décision irlandaise lorsque la politique étrangère sera à nouveau nationalisée .
i again have the pleasure today of meeting mr wynn and the two rapporteurs for the 2003 budget mr färm and mr stenmarck	J' ai également le plaisir , aujourd'hui , de rencontrer M. Terence Wynn ainsi que les deux rapporteurs pour le budget 2003 , MM . Göran Färm et Per Stenmarck .
we have to offer farmers the legitimate expectation of adequate payments and determine the amounts paid in individual cases by reference to historic levels of support	Nous devons offrir aux agriculteurs les paiements adéquats qu' ils attendent légitimement et déterminer les aides directes individuelles sur la base des niveaux historiques de soutien .
the un experts must be able to carry out their work in accordance with resolution 687 of the security council	Les experts de l' ONU doivent pouvoir faire leur travail dans le droit - fil de la résolution 687 du Conseil de sécurité .
when i started in journalism -- financial times 20 years ago -- it was very very exciting to see someone reading the newspaper	Quand j' ai commencé dans le journalisme -- Financial Times , il y a 20 ans -- c' était très très excitant de voir quelqu' un en train de lire un journal .
i would like to mention just as an example the recent commitment by the european food safety authority to perform the completeness check within six weeks compared with a much longer period previously	À titre d' exemple , je voudrais mentionner l' engagement récemment pris par l' Agence européenne de sécurité des aliments de réaliser l' ensemble des vérifications en six semaines , comparativement à une période beaucoup plus longue auparavant .
our colleague at the back asked what the middle way was and whether it was a middle way between a united states model and prosperity	Un autre député m' a demandé ce qu' était la voie moyenne et si c' était une voie moyenne entre un modèle à l' américaine et la prospérité .
as you know the house is sovereign which is a principle of democracy	Vous savez bien que l' Assemblée est souveraine , c' est un principe démocratique .
we can help by opening up our markets	Nous pouvons les aider en leur ouvrant nos marchés .
this is more a project of the european parliament than of any other institution	C' est bien le projet du Parlement européen , plus que celui de toute autre institution .
in turkey this is not guaranteed	Ce droit n' est pas garanti en Turquie .
let me tell you where i got it	Laissez - moi vous raconter où je l' ai eue .
i should also like to say to mr romeva i rueda and mrs figueiredo that they should not worry about maternity protection what they want is provided for in recital 17a	Je voudrais aussi dire à M. Romeva et à Mme Figueiredo qu' ils n' ont pas à se faire de soucis en ce qui concerne la protection de la maternité ; ce qu' ils veulent est prévu au considérant 17 bis .
i can inform you that all the member states have transposed the directive	Je peux vous dire que tous les États membres ont procédé à la transposition de la directive .
not long ago one might have concluded that at least in europe there were no taboos left	Il n’ y a pas si longtemps , on pouvait affirmer qu’ au moins en Europe , il ne restait plus de tabous .
you 're not dead yet	Vous n' êtes pas encore morte .
i will end there mr president	Je m' arrêterai là , Monsieur le Président .
thus it is very important to talk mainly about healthy eating and not about whether a person is too fat	Il est donc essentiel de parler principalement d' une alimentation saine , et non de s' attacher à savoir si une personne est en surpoids ou pas .
i can not help thinking that my son is still alive	Je ne peux pas m' empêcher de penser que mon fils est toujours en vie .
the european commission is quite right and i too believe that the investment we are resolved to make in the sea could provide an excellent opportunity to use that vast resource in a responsible and competitive manner	La Commission européenne a parfaitement raison , et je pense également que l' investissement que nous sommes résolus à faire dans le domaine maritime peut représenter une excellente opportunité d' utiliser cette ressource importante d' une façon responsable et concurrentielle .
it is vital to guarantee their rights	Les droits de ce personnel doivent être garantis .
civil society in uzbekistan is demanding a more open society where personal freedoms and human rights are respected	En Ouzbékistan , la société civile réclame une société plus ouverte où les libertés individuelles et les droits de l' homme sont respectés .
but we should not confuse these values with the other essential elements of progress such as establishing liberalized trade regimes creating institutional structures with a separation of powers and rooting out corruption	Mais nous ne devrions pas confondre ces valeurs avec les autres éléments essentiels du progrès , comme d’ établir des régimes commerciaux libéralisés , créer des structures institutionnelles avec une séparation des pouvoirs , et éliminer la corruption .
this law will deprive us of our basic rights	Cette loi nous privera de nos droits fondamentaux .
and everyone 's somewhere in the middle	Tout le monde est quelque part entre les deux .
negotiations can only be held on the basis of facts and the freedom of the press in china is an important precondition for that to happen	Les négociations ne peuvent se baser que sur des faits et la liberté de la presse en Chine est une condition préalable importante à cet égard .
i realized that though carol had died that core piece of her had not died at all but had lived on very determinedly in my brain	Je me suis rendu compte , bien que Carol soit morte , que cette partie centrale d' elle n' était pas du tout morte , mais avait continué à vivre résolument dans mon cerveau .
the check please	L' addition s' il vous plaît .
so that is the opposite of what we actually want	C' est donc à l' opposé de ce que nous souhaitons en fait .
mr president if you authorise the extension of the debate please at least restrict each speaker to about one minute	Monsieur le Président , si vous autorisez la prolongation du débat , veuillez au moins veiller à limiter chaque intervention à une minute environ .
however i would point out that any form of nationalism damages its own country first	Je tiens cependant à signaler que toute forme de nationalisme porte avant tout préjudice au pays qui le pratique .
the material was generated in two years of work i did for the secretary of defense thinking about a new national grand strategy for the united states	Ce que je vais vous montrer a été produit pendant les deux ans où j' ai travaillé pour le Ministère de la Défense , réfléchissant à une nouvelle grande stratégie nationale pour les États - Unis .
could i use your phone	Pourrais - je utiliser ton téléphone ?
i should like to pick up on a few points addressed by malcolm harbour	Je voudrais reprendre quelques points que mon collègue Malcolm Harbour a déjà abordés .
only in this way can the european parliament live up to the image it seeks to have	C' est seulement ainsi que le Parlement européen pourra être à la hauteur de son image .
the joint debate on four reports relating to fisheries affairs is closed	Le débat commun sur les quatre rapports relatifs aux affaires de la pêche est clos .
your numbers are a bit out	Vous vous trompez un peu sur les chiffres .
stopping all armaments exports and supplies of small arms to potential areas of conflict will play a crucial role	En ce sens , l' arrêt de toute exportation d' armes légères et d' armement en général à destination de zones de conflit potentiel est primordial .
to date and for a number of years american diplomats have displayed a wealth of inventiveness and ingenuity	Celle - ci , jusqu' à présent et depuis des années , déploie des trésors d' inventivité et d' ingéniosité .
having tried to apply the inapplicable rest centres it is now making the current proposal which is just as extraordinary in my view	Après avoir essayé la solution inapplicable des centres de repos , elle avance à présent cette proposition tout aussi extraordinaire , à mes yeux .
they ca n't hear you	Ils ne peuvent t' entendre .
i would state once again that an initiative as important as this justifies the creation of a specific programme with its own legal basis	Il réaffirme qu' une initiative de cette importance justifie la création d' un programme spécifique doté d' une base juridique propre .
they should be targeted effective and most of all must be carried out in a way that would be compatible with the strict state aid rules under community law	Elles doivent être ciblées et efficaces mais elles doivent surtout être mises en œuvre conformément à la réglementation communautaire stricte relative aux aides d' État .
with this question in mind i started researching and i soon found that indoor air pollutants were the culprit	Avec cette question dans la tête , j’ ai commencé à me documenter , et j’ ai vite découvert que les polluants de l’ air d’ intérieur en sont responsables .
it has been clear that in many fields things are being coordinated that subsequently need to be implemented at national level	Il est apparu clairement que , dans de nombreux domaines , sont coordonnées certaines choses qui devront ensuite être mises en œuvre à l' échelon national .
this does not necessarily lead them to work solely for the public good	Cela ne les conduit pas nécessairement à travailler uniquement pour le bien public .
